24.07.2026                                                           Dynamische Listenausgabe                                                                  1


	TCODE	PGMNA	DYPNO	MENUE	CINFO	ARBGB	TTEXT
	HRSFI_AR_T529T	RH_SFI_T529T	 1000		   80
	HRSFI_AR_T529U	RH_SFI_T529U	 1000		   80
	HRSFI_AR_T530T	RH_SFI_T530T	 1000		   80
	HRSFI_AR_T542T	RH_SFI_T542T	 1000		   80
	HRSFI_AR_T545T	RH_SFI_T545T	 1000		   80
	HRSFI_AR_T548T	RH_SFI_T548T	 1000		   80
	HRSFI_AR_T549T	RH_SFI_T549T	 1000		   80
	HRSFI_AR_T554T	RH_SFI_T554T	 1000		   80
	HRSFI_AR_T5U13	RH_SFI_T5U13	 1000		   80
	HRSFI_AR_T5UEE	RH_SFI_T5UEE	 1000		   80
	HRSFI_AR_THOC	RH_SFI_THOC	 1000		   80
	HRSFI_AR_THOL	RH_SFI_THOL	 1000		   80
	HRSFI_COMP_CLN_IMP	RH_SFI_CLEANUP_COMP_IMP	 1000		   80
	HRSFI_COMP_CLN_REPL	RH_SFI_CLEANUP_COMP_REPL	 1000		   80
	HRSFI_COMP_DATA_ACT	RH_SFI_ACTIVATE_COMP_DATA	 1000		   80
	HRSFI_COMP_DATA_IMP	RH_SFI_IMPORT_COMP_DATA	 1000		   80
	HRSFI_COMP_DATA_REPL	RH_SFI_SYNCH_COMP_DATA	 1000		   80
	HRSFI_COMP_SYNCH_F4	RH_SFI_SYNCH_COMP_F4	 1000		   80
	HRSFI_CRD_COMPDATA	RH_SFI_SET_CRDNTLS_COMPDATA	 1000		   80
	HRSFI_CRD_EMPLDATA	RH_SFI_SET_CRDNTLS_EMPLDATA	 1000		   80
	HRSFI_CRD_ONB	RH_SFI_SET_CRDNTLS_ONB	 1000		   84
	HRSFI_CRD_RECRUITING	RH_SFI_SET_CRDNTLS_RECRUITING	 1000		   80
	HRSFI_ED_WTHDRW_VRNT	RH_SFI_WITHDRAW_VARIANT	 1000		   80
	HRSFI_EMP_DATA_REPL	RH_SFI_TRIGGER_EMPL_DATA_REPL	 1000		   80
	HRSFI_EMP_ONBOARDING	RH_SFI_PREHIRE_EMPL_DATA	 1000		   80
	HRSFI_MAP_FLD_SET		 0000		   02
	HRSFI_MAP_SF_FIELDS		 0000		   02
	HRSFI_OFB	RH_SFI_OFFBOARDING_PROCESS	 1000		   84
	HRSFI_OFB_DATA_IMP	RH_SFI_IMPORT_OFFBOARDING_DATA	 1000		   84
	HRSFI_OFB_TRIGGER	RH_SFI_TRIGGER_OFFBOARDING	 1000		   84
	HRSFI_ONB_DATA_IMP	RH_SFI_IMPORT_ONBOARDING_DATA	 1000		   84
	HRSFI_ONB_DEL_APPLS	RH_SFI_DELETE_ONB_APPLICATIONS	 1000		   84
	HRSFI_ONB_HIRE	RH_SFI_ONBOARDING_PROCESS	 1000		   84
	HRSFI_ONB_RESET	RH_SFI_ONBOARDING_RESET_STATUS	 1000		   84
	HRSFI_ONB_TRIGGER	RH_SFI_TRIGGER_ONBOARDING	 1000		   84
	HRSFI_QUAL_DATA_EXPT	RH_SFI_EXPORT_QUALI	 1000		   80
	HRSFI_RCT_DATA_IMP	RH_SFI_IMPORT_RECRUITING_DATA	 1000		   80
	HRSFI_RCT_DEL_APPLS	RH_SFI_DELETE_APPLICATIONS	 1000		   80
	HRSFI_RCT_HIRE	RH_SFI_RECRUIT_PROCESS_APPL	 1000		   80
	HRSFI_RCT_MIGR_VAC	RH_SFI_MIGRATE_VACANCIES	 1000		   80
	HRSFI_RCT_REQ_CHG	RH_SFI_JOB_REQ_STATUS_CHANGE	 1000		   80
	HRSFI_RCT_REQ_FLDS	RH_SFI_RECRUIT_REQ_FIELDS	 1000		   80
	HRSFI_RCT_TRG_JOBREQ	RH_SFI_TRIGGER_JOB_REQUISITION	 1000		   80
	HRSFI_SYNCH_EMP_DATA	RH_SFI_SYNCHRONIZE_EMPL_DATA	 1000		   80
	HRSFI_SYNCH_METADATA	RH_SFI_SYNCH_METADATA	 1000		   80
	HRSFI_SYNCH_ONB_META	RH_SFI_IMPORT_ONBOARDING_DDIC	 1000		   84
	HRSFI_VARPAY_DATA	RH_SFI_SYNCH_VAR_PAY_DATA	 1000		   84
	HRSFI_VP_ACT_DATA	RH_SFI_ACTIVATE_VARPY_DATA	 1000		   80
	HRSFI_VP_CLN_IMP	RH_SFI_CLEANUP_VAR_IMP	 1000		   84
	HRSFI_VP_CLN_REPL	RH_SFI_CLEANUP_VAR_PAY_REPL	 1000		   84
	HRSFI_VP_IMP_DATA	RH_SFI_IMPORT_VARPY_DATA	 1000		   80
	HRSFI_VP_METADATA	RH_SFI_SYNCH_VAR_PAY_METADATA	 1000		   84
	HRTMC_ADJUST_TM_REL	RPTMC_ADJUST_TM_RELATIONS	 1000		   80		Talentverknüpfungen anpassen
	HRTMC_CATALOG_TMC	RPTMC_APPRAISAL_CATALOG_TMC	 1000		   84		TMC Katalog f. Beurteilungsformulare
	HRTMC_COMP_FOLLOW_UP	RPTMC_COMPETENCY_FOLLOW_UP	 1000		   80		Kompetenzeinschätzungen übernehmen
	HRTMC_CONF_ASSESS		 0000		   08		Starten der WD Applikation
	HRTMC_LPA		 0000		   02		Reporting LPA: Mitarb. unabhängig
	HRTMC_LPA_STARTPAGE		 0000		   02		Startseite LPA
	HRTMC_PPOC	OM_START_NF	 1000		   80		Nachfolgeplanung und Organ. anlegen
	HRTMC_PPOM	OM_START_NF	 1000		   80		Nachfolgeplanung und Organ. ändern
	HRTMC_PPOS	OM_START_NF	 1000		   80		Nachfolgeplanung und Organ. anzeigen
	HRTMC_PROCESS_TML		 0000		   08		Starten der WD Applikation
	HRTMC_SET_KEY	RPTMC_SET_KEY_INDICATION	 1000		   80		Bestimmen von Schlüsselplanstellen
	HRTMC_TRANSPORT_PROC	RPTMC_TRANSPORT_PROCESS	 0000		   80		Prozesscustomizing transportieren
	HRTNM00_ACTIVATE	RPCTNM_ACTIVATE	 1000		   80		Training Needs Management aktivieren
	HRTNM00_BATCH_DEL	RPCTNM9S_BATCH_REP	 0100		   00		TNM-Batch: T77TNM_AB aktualisieren
	HRTNM00_BATCH_QUOTA	RPCTNM9S_BATCH	 1000		   80		TNM-Kontingent Batch-Input-Managem.
	HRTNM00_BATCH_STAT	RPCTNM9S_BATCH_REP	 0110		   00		TNM-Batch: T77TNM_AB aktualisieren
	HRTNM00_BATCH_STAT_E	RPCTNM9S_BATCH_REP	 0120		   00		TNM-Batch: T77TNM_AB aktualisieren
	HRTNM00_HISTORY	RPCTNM9S_HISTO_REP	 1000		   80		TNM: Trainingshistorie
	HRTNM00_RECO_TABNR	RPCTNM9S_RECO_TABNR_UPDATE	 1000		   80		TABNR-Dubl. in Tab. HRP1681 repar.
	HRTNM00_REPCRE	RPCTNM9S_REP	 1000		   80		TNM-Transaktion: Anlegemodus
	HRTNM00_REPDIS	RPCTNM9S_REP	 1000		   80		TNM-Transaktion: Anzeigemodus
	HRTNM00_REPMOD	RPCTNM9S_REP	 1000		   80		TNM-Transaktion: Änderungsmodus
	HRTNM00_SNAP	RPCTNM9S_SNAP	 1000		   80		TNM-Reporting: Snapshot (Veraltet)
	HRTNM00_SNAP_GUI	RPCTNM9S_SNAP_GUI	 1000		   80		TNM Reporting: Trainingsplan anzeig.
	HRTNM00_TN_ASSIGN	RPCTNM9S_ASSIGN	 1000		   80		TNM: Report Trainingsbedarfzuordnung
	HRUA_MIGRAWARDS	HRUA_MIGRAWARDS	 1000		   80
	HRUA_MILITARY_LIST	HRUA_MILITARY_LIST	 1000		   80
	HRUA_MILITARY_STATUS	HRUA_MILITARY_STATUS	 1000		   80
	HRUA_T54	HRUA_T54	 1000		   80
	HRUCDTF0	RPMENUSTART00	 1000		   80
	HRULCALCSEN	HRULCALCSEN	 1000		   80
	HRULICO0	HRULICO0	 1000		   80
	HRULSICK	HRULSICK	 1000		   80
	HRULSTAT	HRULSTAT	 1000		   80
	HRULSTAT_VIEW	HRULSTAT_VIEW	 1000		   80
	HRULT530	HRULT530	 1000		   80
	HRULXTV0	HRULXTV0	 1000		   80
	HRUSER	SAPLEHUS	 1000		   00		Einrichten und Pflegen von ESS-Usern
	HRUTQTA0	HRUTQTA0	 1000		   80
	HRUU0267	HRUU0267	 1000		   80
	HRUU0298CONVERT	HRUU0298CONVERT	 1000		   80
	HRUU294T	HRUU294T	 1000		   80
	HRUULSP1	HRUULSP1	 1000		   80
	HRUUN2D0	HRUUN2D0	 1000		   80
	HRUUPKM1	HRUUPKM1	 1000		   80
	HRUUSAMT	HRUUSAMT	 1000		   80
	HRUUTRV0	HRUUTRV0	 1000		   80
	HRWAOCOMP	SAPLHRWAO_COMPENSATION	 1000		   04		EWT: Compensation
	HRWAOHEAD	SAPLHRWAO_HEAD_PLAN	 1000		   00		ewt: headcount plan
	HRWAOSTATUSQUO	SAPLHRWAO_STATUSQUO	 1000		   04		Status Quo Reporting
	HRWFD_AIF_EXTRACTION	R_H4S4_HRWFD_AIF_XTRCTN	 1000		   80		AIF-Extraktion Person d. Belegschaft
	HRWFD_AIF_MGR_DETN	R_HRWFD_AIF_MGR_DETN_MONITOR	 1000		   80		Monitor-Manager-Ermittlung in AIF
	HRWFD_EM	SAPMPHRWFD_EM	 1000		   04		WFD - HCM Employee Maintenance
	HRWFD_H4S4_AIF_MNTR	R_HRWFD_WFP_AIF_MONITOR	 1000		   80		AIF Monitoring für H4S4-Replizierung
	HRWFD_H4S4_INITIAL	R_HRWFD_INITIAL_LOAD_PROCG	 1000		   80		EDÜ für Person der Belegschaft
	HRWFD_H4S4_REPROCESS	R_HRWFD_REPROCESS_WORKER	 1000		   80		Nachbearb. Person der Belegschaft
	HRWFD_MGR_DETN_JOB	R_HRWFD_MGR_DETN_JOB_SCHED	 1000		   80		Job-Planung für Vorgesetztenermitt.
	HRWF_SETVACANCY		 0000		   02		Pflege WF 01000040: Vakanz anlegen
	HRWPC_CMP_WORKFLOW		 0000		   02		Workflow-Custom. Vergütungsanpassung
	HRWPC_FC_EXEC	PWPC_RPT_START_REPORT	 1000		   80		Ausführen eines Fcodes im MSS
	HRWPC_OADP_MIGRATION	RP_OADP_MIGRATE_CUSTOMIZING	 1000		   84		Migration von OADP Customizing
	HRWTT00MAIN	RPUWTT00MAIN	 1000		   04
	HRY_REPRELEV	FINS_REPORT_REV_MAINT	 1000		   80		Report-Relvnz f. Hierarchien setzen (abgekündigt)
	HR_FEED_SUBSCRIPTION	RPU_WORK_FEED_SUBS_ONBEHALF	 1000		   84		Work-Feed f. Ben. u. Rolle abonnier.
	HR_LSO_AD_HOC_QUERY		 0000		   02		SAP LSO: Ad-hoc-query (Trainings)
	HR_NAMESPACE	SAPLHRBAS00NAMESPACE	 3000		   04		HR-Namensräume abfragen
	HR_TR_AUTH_EXTRACTOR	HR_TR_AUTH_EXTRACTOR	 1000		   80		PCTR Berechtigungsextraktor
	HR_TR_AUTH_TESTER	HR_TR_AUTH_TESTER	 1000		   80		PCTR-Berechtigungstesteranwendung
	HR_TR_AUTH_V_ADM	HR_TR_AUTH_ADM	 1000		   80		Sicht PCTR Berechtigungsverwaltung
	HR_TR_AUTH_V_INDEX	HR_TR_AUTH_INDEX	 1000		   80		PCTR Sicht Berechtigungsindex
	HSMC01	EHSB_HSMCHECK_ACTIVATE	 1010		   00	&&	Aktivierung der Gefahrstoffprüfungen
	HSMD	SAPLHSM500	 1010		   00		EHS: Gefahrstoff
	HSMR01	HS_FILL	 1000		   84		EHS: Gefahrstoffstamm befüllen
	HSMR02	HS_DISTRIBUTE	 1000		   84		EHS: Gefahrstoffstamm verteilen
	HSMR03	HS_CHDO	 1000		   84		EHS: Änderungsbel. Gefahrstoffstamm
	HSMR04	HS_PHRACT	 1000		   80		EHS: Phrasen aktivieren
	HSMR05	HS_PHRSETA	 1000		   80		EHS: Phrasenauswahlmengen generieren
	HSMR06	HS_DISPAPPL	 1000		   84		EHS: Befüllungsprotokoll anzeigen
	HSMR07	HS_DELAPPL	 1000		   84		EHS: Befüllungsprotokoll löschen
	HTTPURLLOC		 0000		   02		HTTPURLLOC - Tabellenpflege-View
	HTTP_WHL_TMP		 0000		   02		Hilfstransaktion HTTP_WHITELILST_S
	HU00	MENUHU00	 1000		   01		Handling Units
	HU02	RHU_CHANGE_EXISTING_HU	 1000		   80		Anlegen und Ändern Handling Units
	HU03	RHU_DISPLAY_HANDLING_UNITS	 1000		   80		Anzeigen von Handling Units
	HU04	RHU_CREATE_HU_WITH_STOCK	 1000		   80		Erzeugen von HUs mit Bestand
	HU05	RHU_DISPLAY_HU_OF_OBJECTS	 1000		   80		Anzeigen von HUS zum Objekt
	HUCALCMETHPKGCONCHK		 0000		   02		Viewpflege: VLOHUM_CALC_TYPE
	HUCANC	RHU_GOODS_MOVEMENT_CANCEL	 1000		   80		Materialbelegsstrono von HU-WB
	HUCOWA	RHU_DISPLAY_HU_COWA	 1000		   80		Anzeigen bereitgestellte HUs Werksa.
	HUCOWE	RHU_DISPLAY_HU_COWE	 1000		   80		Anzeigen von produzierten HUs (CO)
	HUDELDR	RHU_CLEAR_PERS_DATA	 1000		   80		Zurücks. personenbez. Daten aus HU
	HUDIFF	RHU_STOCK_DIFFERENCES	 1000		   80		Korrektur von HU-Beständen
	HUEX	SAPMSNUM	 0100		   02		Nummernkreispflege: HU_VEKP
	HUGO	SAPMFITP_SETTINGS	 1000		   00		Einstellungen der Reiseplanung
	HUGTLNRO		 0000		   02		Nummernkreis für GTL
	HUGTLPLNTSTOR		 0000		   02		Viewpflege: V_TVGTL_C
	HUGTL_LE_WM		 0000		   02		Viewpflege: V_TVGTL_LEWM
	HUIBD	RHU_DISPLAY_HU_IBD_DELIVERY	 1000		   80		Handling Units zur Anlieferung
	HUIND	WSHUINDEX	 1000		   80		Datenbankindices für Handling Units
	HUINTNUM		 0000		   02		Nummernkreisintervalle zuordnen
	HUINV01	RHU_INV_DOC_CREATE	 1000		   80		Anlegen von HU-Inventurbelegen
	HUINV02	RHU_INV_EDIT	 1000		   80		HU-Inventurbeleg ändern
	HUINV03	RHU_INV_COUNTING	 1000		   80		Zählmengenerfassung HU-Inventur
	HUINV04	RHU_INV_ANALYSIS	 1000		   80		Analyse von HU-Inventurbelegen
	HUINV05	RHU_INV_POST	 1000		   80		Ausbuchen von HU-Inventurdifferenzen
	HUINV06	RHU_INV_STATUS_DELETE	 1000		   80		Löschen des Inventurstatus auf HUs
	HUINV07	RHU_INV_DISPLAY	 1000		   80		Anzeigen von HU-Inventurbelegen
	HUMAT	RHU_DISPLAY_HU_MAT_DOCUMENT	 1000		   80		Handling Units zum Materialbeleg
	HUMO	SAPLHUMO	 1040		   00		HU-Monitor
	HUNK	SAPMSNUM	 0100		   02		Nummernkreispflege: LE_HU
	HUNKUMP	SAPMSNUM	 0100		   02		Nummernkreispflege: LE_HU_UMP
	HUNUTRANS0	HUNUTRANS0	 1000		   80
	HUNUTRANSDEL0	HUNUTRANSDEL0	 1000		   80
	HUOBD	RHU_DISPLAY_HU_OBD_DELIVERY	 1000		   80		Anzeigen von HUs zur Auslieferung
	HUP1	SAPLVHUDIAL	 0200		   00		HU-Erzeugung in der Produktion
	HUP10	SAPLVHUDIAL2	 0010		   00		Bestand: HUs planen - allgemein
	HUP11	SAPLVHUDIAL2	 0010		   00		Bestand: HUs planen ohne Auftrag
	HUP12	SAPLVHUDIAL2	 0010		   00		Bestand: HUs planen zum Auftrag
	HUP13	SAPLVHUDIAL2	 0010		   00		Bestand: HUs planen zur Lieferung
	HUP14	SAPLVHUDIAL2	 0010		   00		Bestand: HUs planen zur Bestellung
	HUP30	SAPLVHUDIAL2	 0010		   00		Bestand: HUs packen - allgemein
	HUP31	SAPLVHUDIAL2	 0010		   00		Bestand: HUs packen ohne Auftrag
	HUP32	SAPLVHUDIAL2	 0010		   00		Bestand: HUs packen zum Auftrag
	HUP33	SAPLVHUDIAL2	 0010		   00		Bestand: HUs packen zur Lieferung
	HUP34	SAPLVHUDIAL2	 0010		   00		Bestand: HUs packen zur Bestellung
	HUPACKCHECKPRF_C		 0000		   02		Profilpflege prüfen
	HUPAST	SAPLHU_PACKING_STATION	 0010		   00		Packing Station
	HUPASTW	SAPLHU_PACKING_STATION	 0010		   00		Packing Station
	HUPAST_C		 0000		   02		Customizing für Packtischprofil
	HUPP1		 0000		   02		Packprogramm Bestand: Planen
	HUPP3		 0000		   02		Packprogramm Bestand: Packen
	HUTRA	RHU_DISPLAY_HU_SD_TRANSPORT	 1000		   80		Anzeigen von HUs zum Transport
	HUVTRF	RVHURF_ENTRY	 1000		   80		HUs einem Transport zuordnen
	HU_ECSL_REV_TO_CORR		 0000		   02
	I009	SAPMSNUM	 0100		   02		Nk. Standort/Kontierung (ILOA)
	I18N		 0000		   02		Internationalisierung
	IA00	MENUIA00	 1000		   01
	IA01	SAPLCPDI	 3010		   04		Arbeitsplan Equipment anlegen
	IA02	SAPLCPDI	 3010		   04		Arbeitsplan Equipment ändern
	IA03	SAPLCPDI	 3010		   04		Arbeitsplan Equipment anzeigen
	IA04	RMIAPL70	 0000		   84		PM/SM-Arbeitsplan (A,E,T) anzeigen
	IA05	SAPLCPDI	 3001		   04		Anleitung anlegen
	IA06	SAPLCPDI	 3001		   04		Anleitung ändern
	IA07	SAPLCPDI	 3001		   04		Anleitung anzeigen
	IA08	RIPLKO10	 1000		   84		Arbeitspläne ändern
	IA09	RIPLKO10	 1000		   84		Arbeitspläne anzeigen
	IA10	RIPLKO20	 1000		   84		Arbeitspläne anzeigen (mehrstufig)
	IA11	SAPLCPDI	 3005		   04		Arbeitsplan techn. Platz anlegen
	IA12	SAPLCPDI	 3005		   04		Arbeitsplan techn.Platz ändern
	IA13	SAPLCPDI	 3005		   04		Arbeitsplan techn.Platz anzeigen
	IA15	RMIAPL40	 1000		   84		Änderungsbelege Arbeitspläne
	IA16	RMIAPL20	 1000		   84		Arbeitspläne kalkulieren
	IA17	RMIAPL30	 1000		   84		Arbeitspläne drucken
	IA18	RMIAPL10	 0000		   84		Pläne anzeigen über Klassensuche
	IA19	RMIAPL10	 0000		   84		Pläne ändern über Klassensuche
	IA21	RMIAPL50	 1000		   80		Auswertung ÄnderBelege Arbeitspläne
	IA24		 0000		   02		Archivierung von IH-Arbeitsplänen
	IA25	RPMREDE2	 1000		   84		Löschen von IH-Arbeitsplänen
	IA29	RIPLKO10_EAMS	 1000		   84		Arbeitspläne anzeigen
	IA38	RIPLKO30_EAM	 1000		   84		Arbeitsplan mit Vorgang ändern
	IA39	RIPLKO30_EAM	 1000		   84		Arbeitsplan mit Vorgang anzeigen
	IAC_FLIGHT	SAPTLFLIGHT	 0100		   00		Flugbeispiel-Programm
	IAOCPRA	IAOM_CPROJECTS_COCKPIT_LOG	 1000		   80		Log-Einträge zum Cockpit (cProjects)
	IAOCPRB	CPROJECTS_ERROR_MARK	 1000		   80		Manuelle Fehlermarkierung
	IAOCPRC	IAOM_CPROJECTS_CLEAN_UP_PS	 1000		   80		Löschen und Aufräumen
	IAOM0	IAOM_BUSINESS_SCENARIO	 1000		   84		Geschäftsszenario Translator
	IAOM1	IAOM_CSCENARIO	 1000		   84		Pflege Controlling-Szenario
	IAOM2	IAOM_CUST_CO_INTEGRATION	 1000		   84		Pflege Controlling-Integration
	IAOM3	IAOM_BUSINESS_SCENARIO_GROUP	 1000		   84		Geschäftsszenariogruppe Kont.Manager
	IAOM4	IAOM_BUSINESS_SCENARIO_ADD_IN	 1000		   84		Geschäftsszenarioerweiterung
	IAOMA	IAOM_LOG_REPORT	 1000		   80		Das Log zum Kontierungsmanager
	IAOMA_DB	IAOM_LOG_REPORT	 1000		   80		Log KontierungsMan. mit Testl.Debug.
	IAOMB	IAOM_LOG_DELETE	 1000		   80		Log des Kontierungsmanagers löschen
	IAOMC	IAOM_LINK_ANALYSIS	 1000		   80		Analyse Objektverbindungen KontVerw.
	IAOMD	IAOM_LOG_PARAMETER	 1000		   80		Logbuch-Parameter
	IAOME	IAOM_CUST_CORR	 1000		   80		Contr.Art.Erm. Prüfen u. Korrigieren
	IAOMF	IAOM_LOG_ANALYSIS	 1000		   80		Analyse Logbuch Kontierungsmanager
	IAOMG	IAOM_DISPLAY_DATA	 1000		   80		Anzeige Stammdatenerweiterung
	IAOM_BEMOT	RKABRBEMOT	 1000		   80		Abr.: Berechnungsmotiv aktivieren
	IAOM_SOURCE	SAPLIAOM_SOURCE	 0100		   02		CRM Zuordnung Abrechnungsempfänger
	IAOOMA	IAOM_OM_SET_ARCHIVALBE_SINGLE	 1000		   80		Archivierungsfreigabe KontVerwalt.OM
	IB01	SAPMC29S	 1000		   04		Anlegen Equipmentstückliste
	IB02	SAPMC29S	 1000		   04		Ändern Equipmentstückliste
	IB03	SAPMC29S	 1000		   04		Anzeigen Equipmenstückliste
	IB05	SAPMC29S	 1000		   04		Ändern Stücklistengruppe Equipment
	IB06	SAPMC29S	 1000		   04		Anzeigen Stücklistengruppe Equipment
	IB07	SAPLCSAL	 0200		   04		Anlegen Werkszuordnung EquipmentStl
	IB08	SAPLCSAL	 0200		   04		Ändern Werkszuordnung EquipmentStl
	IB09	SAPLCSAL	 0200		   04		Anzeigen Werkszuordnung EquipmentStl
	IB11	SAPMC29S	 1000		   04		Anlegen TechnPlatzStückliste
	IB12	SAPMC29S	 1000		   04		Ändern TechnPlatzStückliste
	IB13	SAPMC29S	 1000		   04		Anzeigen TechnPlatzStückliste
	IB15	SAPMC29S	 1000		   04		Ändern Stücklistengruppe TechnPlatz
	IB16	SAPMC29S	 1000		   04		Anzeigen Stückl.gruppe TechnPlatz
	IB17	SAPLCSAL	 0210		   04		Anlegen Werkszuordnung TechnPlatzStl
	IB18	SAPLCSAL	 0210		   04		Ändern Werkszuordnung TechnPlatzStl
	IB19	SAPLCSAL	 0210		   04		Anzeigen Werkszuordnung TechnPlStl
	IB51	SAPLIBOF	 0100		   04		Anlegen Installation
	IB52	SAPLIBOF	 0100		   04		Ändern Installation
	IB53	SAPLIBOF	 0100		   04		Anzeigen Installation
	IB54	SAPLIBOF	 0110		   04		Ändern zwei Installationen
	IB55	SAPLIBOF	 0110		   04		Anzeigen zwei Installationen
	IB56	SAPLIBOF	 0100		   04		Installation expandieren
	IB61	SAPLIBSD	 0100		   00		Anlegen Installation mit Bezug
	IB80	SAPMC29B	 1000		   00		Änderungsbelege Equipmentstückliste
	IB81	SAPMC29B	 1000		   00		Änderungsbelege TechnPlatzStückliste
	IB90	SAPMSNUM	 0100		   06		Nummernkreise Equipmentstückliste
	IB91	SAPMSNUM	 0100		   02		Nummernkreise TechnPlatzStückliste
	IBANMD	RFIBANMD	 1000		   80		IBAN generieren
	IBI2	RIIBIP00	 1000		   84		Batch-Input Instandhaltung
	IBIP	SAPLIBIP	 0100		   04		Batch Input Utility : PM
	IBIPA	IBIPBAL	 1000		   84		Transaktion für BAL der IBIP
	IBNR	MENUIBNR	 1000		   01		Bearbeitung  IBNR Reserven
	IBO_C_WF_TTAE		 0000		   02		Liste zulässige Aktionen pro Aufgabe
	IBO_V_WF_ACC		 0000		   02		Festlegen von Aktionen
	IBO_V_WF_APC		 0000		   02		Eigenschaften von Aktionen
	IBO_V_WF_CAC		 0000		   02		Benutzerspezifische Attribute
	IBO_V_WF_TAC		 0000		   02		In Eingang verwendete Aufgaben
	IBO_V_WF_TAE		 0000		   02		Aufgaben im Eingang
	IBO_V_WF_TTAC		 0000		   02		Zuordnung Aktionen zu Aufgabentypen
	IBR01	SAPLVKAG	 0100		   00		Maklermeldung erfassen
	IBR02	IBRO_ACCBAL_START	 1000		   80		Kontenstandsanzeige Maklerinkasso
	IBR03	IBRO_MDTSTART	 1000		   80		Makler´s Desktop
	IBR04		 0000		   02		Maklermeldung klären
	IBR05	IBRO_REPHIST	 1000		   80		Maklermeldungshistorie anzeigen
	IBR06	IBRO_CUST	 1000		   80		Kunden zum Makler anzeigen
	IBR07	IBRO_REPLIST	 1000		   80		MaklermeldPositionen suchen/anlisten
	IBR08	IBRO_STMFIK_CLOSE	 1000		   80		Maklermeldg. neuer Abstimmschlüssel
	IBR09	IBRO_STMFIK_REVERSE	 1000		   80		Storno Maklermeldung
	IBR10	SAPMSNUM	 0100		   02		Nummernkreispflege:  BRO_STMH
	IBR11		 0000		   02		Versicherungsbenutzer hinterlegen
	IBR12		 0000		   02		Web-Makler: Pflege von Formularen
	IBR13	IBRO_BROKER_FOR_CUSTOMER	 1000		   80		Makler zum Kunden anzeigen
	IBR23		 0000		   02		Verrechnungskonto Maklermeldung
	IBR24		 0000		   02		Klärungskonto Maklermeldung
	IBR25		 0000		   02		Vorschlagswerte Maklermeldung
	IBR27		 0000		   02		Vorschlagswerte Maklersummenbuchung
	IBR28		 0000		   02		Klärungscodes konfigurieren
	IBR30		 0000		   02		Aktivitäten für Klärungscodes
	IBR31		 0000		   02		Selektion Maklerhierarchien
	IBR32		 0000		   02		Zuordnung Postentyp/Kategor. Maklerm
	IBR33		 0000		   02		Klärungskonto zu Bearbeitgsschlüssel
	IBR34		 0000		   02		Selektionstypen Maklermeldung
	IBR35		 0000		   02		Customizing: Gruppierung Maklermeldg
	IBR36		 0000		   02		Customizing: Kontenfindung Toleranz
	IBR37		 0000		   02		Customizing: Präfix Abstimmschlüssel
	IBR38		 0000		   02		Customizing: Freigegebene Meldungen
	IBR39		 0000		   02		Ableitung BearbSchl Web-Anwendung
	IBR40	SAPLFKKAKTIV2	 0999		   00		Maklervertragsauszug erzeugen
	IBR50	SAPLFKKAKTIV2	 0999		   00		Maklermeldung erzeugen
	IBR51	IBRO_STMTRANSF0	 1000		   80		Maklermeldungübernahme
	IBR52	IBRO_STMTRANSF_FA	 1000		   80		Maklermeldungübernahme-Fehlerbearb.
	IBR53	IBRO_STMTRANSF_DA	 1000		   80		Maklermeldungübernahme - DateiÄndern
	IBR54	IBRO_STMTRANSF_DG	 1000		   80		Maklermeldungübernahme - DateiGener.
	IBR55	IBRO_STMTRANSF_ZG	 1000		   80		MMüb - Kundenstrukturen Generator
	IBR60	SAPLFKKAKTIV2	 0999		   00		Maklermeldung anfordern
	IBR70	SAPLFKKAKTIV2	 0999		   00		Maklermahnstatus erstellen
	IBR75	IBRO_DUNNSTATUS	 1000		   80		Mahnstatus Historie
	IBR80	SAPLFKKAKTIV2	 0999		   00		Autom. Nachbearbeitung Maklermeldung
	IBR81		 0000		   02		Vorgaben autom. Nachb. Maklermeldung
	IBR85	SAPLFKKAKTIV2	 0999		   02		Buchen Maklermeld. nach Zahleingang
	IBR90	SAPLFKKAKTIV2	 0999		   00		Maklersaldo erzeugen
	IBRBAPITEST	IBRO_BAPI_TEST	 1000		   80		Testtransaktion BAPIs Maklerinkasso
	IBRO	MENUIBRO	 1000		   01		Bereichsmenue Maklerinkasso
	IBSPI_RFCDEST		 0000		   02		RFC Destination  IBS-PI Funktionen
	IBSSI_RFCDEST		 0000		   02		RFC Destination für IBS Funktionen
	IBSX_JP	RFEBJP0X	 1000		   80		Kontoauszug importierten (XML)
	IBS_JP	RFEBJP00	 1000		   80		Kontoauszug importieren
	IB_COM_CUST_01		 0000		   02		Installation: Cust Installationstyp
	IC00	MENUIC00	 1000		   01
	IC37		 0000		   02		SM37 für Inkrementelle Umsetzjobs
	ICAADT		 0000		   02		Belegvorlagen zu Gesellsch. zuordnen
	ICAAM	ICA_MATCHING_UNLOCK_ASY_STATUS	 1000		   80		Asynchr. Matching-Status entsperren
	ICAAPT		 0000		   02		Buchungsregeln zuordnen
	ICAARC		 0000		   02		Abstimmungsabschlussprozess aktivieren
	ICAAS		 0000		   02		Zusätzliche Methodeneinstell. defin.
	ICACF		 0000		   02		Vergleichsoperatoren definieren
	ICACM		 0000		   02		Kommunikationsarten pflegen
