24.07.2026                                                           Dynamische Listenausgabe                                                                  1


	TCODE	PGMNA	DYPNO	MENUE	CINFO	ARBGB	TTEXT
	/XITING/APP_BC_USER		 0000		   02		Symbol. TCode für Basic Enduser
	/XITING/APP_CO_USER		 0000		   02		Symbolisch. TCode für Basic CO User
	/XITING/APP_FI_USER		 0000		   02		Symbolisch. TCode für Basic FI User
	/XITING/APP_HR_USER		 0000		   02		Symbolisch. TCode für Basic HR User
	/XITING/APP_MM_USER		 0000		   02		Symbolisch. TCode für Basic MM User
	/XITING/APP_SD_USER		 0000		   02		Symbolisch. TCode für Basic SD User
	/XITING/ARCHITECT	/XITING/DOC_GENERATOR	 1000		   80		Xiting Security Architect
	/XITING/AUDIT_ALL	/XITING/AUDIT_AUTO	 1000		   80		Xiting Times Audit ALLE Benutzer
	/XITING/AUDIT_SELF	/XITING/AUDIT_AUTO	 1000		   80		Xiting Times Selbst-Audit Werkzeug
	/XITING/AUDIT_USERS	/XITING/XT_AUDIT_XITING_ONLY	 1000		   80		Xiting Times Audit interne Benutzer
	/XITING/BTC_AA_JOBS		 0000		   02		Obsolet - nicht benutzen
	/XITING/BTC_BC_JOBS		 0000		   02		Symbolisch. TCode für Basic Job-Auth
	/XITING/BTC_CO_JOBS		 0000		   02		Obsolet - nicht benutzen
	/XITING/BTC_DDIC		 0000		   02		Symbolisch. TCode für DDIC minimum
	/XITING/BTC_ENDUSERS		 0000		   02		Symbolisch. TCode für Endanwender
	/XITING/BTC_FI_JOBS		 0000		   02		Obsolet - nicht benutzen
	/XITING/BTC_HR_JOBS		 0000		   02		Obsolet - nicht benutzen
	/XITING/BTC_MM_JOBS		 0000		   02		Obsolet - nicht benutzen
	/XITING/BTC_SD_JOBS		 0000		   02		Obsolet - nicht benutzen
	/XITING/BTC_SEC_JOBS		 0000		   02		Symbolisch. TCode für Security Jobs
	/XITING/CFX_SAT		 0000		   02		Pflege CRAF Satellitensysteme
	/XITING/CLEAN_UP	RSUSR_CLEANUP_USER_TABLES	 1000		   80		SAP Cleanup Programm (OSS 1401395)
	/XITING/COM_CUST	/XITING/COM_CUST_WIZARD	 1000		   80		Xiting Allgemeine Funktionen Custom.
	/XITING/CRA		 0000		   02		Xiting Kritische Berechtigungen
	/XITING/CRA_AID_ROLE	/XITING/CRAF_AUTHID_ROLE	 1000		   80		XAMS CRAF Berech-ID - Rollenanalyse
	/XITING/CRA_AOW		 0000		   02		Xiting CRAF Verantw. BerechtigungIDs
	/XITING/CRA_COLOR		 0000		   02		Xiting CRAF-Farbdefinition
	/XITING/CRA_COW		 0000		   02		Xiting CRAF Verantw. Kombination IDs
	/XITING/CRA_GDPR		 0000		   02		XAMS CRAF - GDPR Prüfung
	/XITING/CRA_MAINT	/XITING/CRAF_MAINT	 1000		   80		Xiting CRAF - Upload/Download
	/XITING/CRA_PFCG		 0000		   02		XAMS CRAF - PFCG Integration
	/XITING/CRA_SEARCH	/XITING/CRAF_SEARCH	 1000		   80		XAMS CRAF Berechtigungsobjekt Suche
	/XITING/CRA_TEST	/XITING/CRAF_CHECK_TEST	 1000		   84		Xiting CRAF - Adhoc Auswertungen
	/XITING/CRA_TEST_ST	/XITING/CRAF_CHECK_TEST_START	 1000		   84		Xiting CRAF - Adhoc Auswertungen
	/XITING/CRA_USNEWR	/XITING/CRAF_US_COMB_R_NEW	 1000		   80		CRAF - Auswirkung neuer Rollen
	/XITING/CRA_US_COMB	/XITING/CRAF_US_COMB_R_NEW	 1000		   80		CRAF - Neue Rollen CombID - OBSOLET
	/XITING/CRA_ZIP_UP		 0000		   08		Upload kompl. Customizing von ZIP
	/XITING/CRIT_AUTHS		 0000		   02		Xiting Variante für krit. Berechtig.
	/XITING/CRIT_COMBO		 0000		   02		Xiting Variante f. krit. Kombination
	/XITING/CRIT_HACKS		 0000		   02		Xiting Variante für bekannte Hacks
	/XITING/CUST_CLIENTC	/XITING/CUST_CLIENT_COPY	 1000		   84		Werkzeug für XAMS Customizing klonen
	/XITING/DASH	/XITING/DASH	 1000		   80		Xiting Dashboard
	/XITING/DASH_04		 0000		   02		Xiting RCM Workflows
	/XITING/DASH_05		 0000		   02		Xiting Role Builder gener. Rollen
	/XITING/DASH_06		 0000		   02		Xiting Role Profiler Dashboard
	/XITING/DASH_08		 0000		   02		Xiting Security Architect Dashboard
	/XITING/EMAILS		 0000		   02		Xiting E-Mail Customizing
	/XITING/EMAIL_WIZARD	/XITING/EMAIL_CUST_WIZ	 1000		   80		Xiting E-Mail-Customizing-Wizard
	/XITING/FIOLIB_UPL		 0000		   08		Xiting Upload Fiori-Library Excel
	/XITING/FIORI_STATUS	/XITING/FIORI_STATUS	 1000		   80		XAMS Fiori Status
	/XITING/FL_FLTR		 0000		   02		Filter für Fiori Protokoll. Plugin
	/XITING/FL_LOG	/XITING/FL_LOG_DISPLAY	 1000		   80		Xiting Fiori Protokollierung
	/XITING/FL_REORG	/XITING/FL_LOG_REORG	 1000		   80		Xiting Fiori Protokolldaten Reorg.
	/XITING/FL_UTILS	/XITING/FL_LOG_UTILS	 1000		   80		Xiting Fiori Protokoll. Werkzeuge
	/XITING/GP		 0000		   08		Xiting Guided Procedures
	/XITING/GP_PROC		 0000		   02		GP - Procedure
	/XITING/GP_PROCS		 0000		   02		GP - Procedure <-> Schrittzuordnung
	/XITING/GP_STDEF		 0000		   02		GP - Schrittdefinitionen
	/XITING/GP_STLNK		 0000		   02		GP - Links für Schritte
	/XITING/GRC_MIGRAT	/XITING/GRC_RULESET_MIGRATION	 1000		   80		Xiting GRC Regelwerk-Kompatibilität
	/XITING/HXT_CHECK	/XITING/HXT_TIMES_LOG	 1000		   80		HANA Times Konsistenzprüfung
	/XITING/HXT_CONSOLE	/XITING/HXT_CONSOLE	 1000		   80		HANA Times - Administrations-Cockpit
	/XITING/HXT_CUST		 0000		   02		HANA Times Customising
	/XITING/HXT_DBCO		 0000		   02		HANA Times DB-Verbindung pflegen
	/XITING/HXT_DB_ROLES		 0000		   02		HANA Times - Erlaubte DB-Rollen
	/XITING/HXT_LOG	/XITING/HXT_TIMES_LOG	 1000		   80		HANA Times Protokoll
	/XITING/HXT_TIMES	/XITING/HXT	 1000		   80		HANA Times
	/XITING/HXT_USER_ALL		 0000		   02		HANA Times Benutzer-Rollen-Zuweisung
	/XITING/IC	/XITING/IDENTITY_CONSOLIDATION	 1000		   80		Xiting Identity Consolidation
	/XITING/IDM_CHECK	/XITING/IDM_LANDSCAPE_CHECK	 1000		   80		Xiting IDM Landschaftsprüfung
	/XITING/LA	/XITING/CLA	 1000		   80		Xiting License Analyzer
	/XITING/LICENSE		 0000		   08		Xiting Lizenz-Management
	/XITING/LOCK_CUST		 0000		   02		Customizing vom Locking Werkzeug
	/XITING/LOCK_WIZARD	/XITING/USER_LOCKING_WIZARD	 1000		   84		www.xiting.ch - Benutzersperren neu
	/XITING/ME		 0000		   02		Xiting ME
	/XITING/ME_CORE	/XITING/ME	 1000		   80		Xiting ME Core
	/XITING/MIT_CTRL	/XITING/MITIGATION_CONTROLS	 1000		   80		Xiting Mitigierende Kontrollen
	/XITING/MIT_ESCAL	/XITING/MITIGATION_ESCALATION	 1000		   80		Xiting Mitigation Escalation
	/XITING/MIT_REORG	/XITING/MITIGATION_REORG	 1000		   80		Xiting Mitigation Reorganisation
	/XITING/MIT_TOOLS	/XITING/MITIGATION_TOOLS	 1000		   80		Xiting Mitigation Tools
	/XITING/MONI_RFC	/XITING/MONI_RFC	 1000		   80		Xiting RFC Monitoring
	/XITING/ORG	/XITING/ORG	 1000		   80		Xiting Orgsets pflegen
	/XITING/ORG_MAINT	/XITING/ORG_MAINTENANCE	 1000		   80		Xiting Orgsets - Upload/Download
	/XITING/RB53AGENT		 0000		   02		RB SU53 Hintergrund Agent Benutzer
	/XITING/RB53CUST		 0000		   02		RB SU53 agent (Obsolet!)
	/XITING/RB53DEL	/XITING/RB_SU53_XUSR07_DELETE	 1000		   80		Xiting RB - SU53 Agentdaten löschen
	/XITING/RB53POP	/XITING/RB_SU53_POPUP	 1000		   80		Xiting RB - SU53 Agent Popupfenster
	/XITING/RB53POPNODIA	/XITING/RB_SU53_POPUP_NO_DIA	 1000		   80		Xiting RB-SU53 PopupWindow-No Dialog
	/XITING/RB53POPSA	/XITING/RB_SU53_POPUP_SA	 1000		   80		Xiting RB - SU53 Agent Stand Alone
	/XITING/RB53POPSL	/XITING/RB_SU53_POPUP_SL	 1000		   80		Xiting RB - Starten von SU53 AgentSA
	/XITING/RBA_JOB_AUTH		 0000		   02		Symbolische Transaktion f. RBA Bere.
	/XITING/RBA_TRACE	/XITING/RB_AGENT_TRACE	 1000		   84		Temporäre Aktivierung von RBA log
	/XITING/RBDBL	/XITING/RB_DISABLE_BL	 1000		   84		Globale Blocklist Deaktivierung
	/XITING/RBR_COV	/XITING/RBR_COV	 1000		   80		Xiting RB Coverage Analyzer
	/XITING/RBR_COVD	/XITING/RBR_COVD	 1000		   80		Xiting RB Deltarollen Coverage
	/XITING/RBR_SU24	/XITING/RBR_SU24	 1000		   80		RoleBuilder ST01 - SU24 Checkman
	/XITING/RBR_TCODES	/XITING/RBR_TCODES	 1000		   80		Xiting RB Menü Objektanalyse
	/XITING/RB_ADMIN	/XITING/RB_ADMIN_TOOLS	 1000		   80		Xiting Rollengeneratorwerkzeuge
	/XITING/RB_AGENT		 0000		   02		RB Hintergrundagent Customizing
	/XITING/RB_AGENT_SS	/XITING/RB_AGENT_SS	 1000		   84		Role Builder Agent Selbstbedienung
	/XITING/RB_BLACKLIST		 0000		   02		Xiting Role Build Blocklistpflege
	/XITING/RB_CUA		 0000		   02		Customizingtabelle für RB ZBV
	/XITING/RB_CUST		 0000		   02		Customizingtabelle für Role Builder
	/XITING/RB_CUST_WIZ	/XITING/RB_CUST_WIZARD	 1000		   84		Xiting Role Builder Cust. Wizard
	/XITING/RB_GREYLIST		 0000		   02		Xiting Role Build Greylist anzeigen
	/XITING/RB_HINTS		 0000		   02		RoleBuilder XITING Hints Pflege
	/XITING/RB_HINTS_C		 0000		   02		RoleBuilder Kunden Hints Pflege
	/XITING/RB_RC	/XITING/ROLEBUILDER_RC	 1000		   80		Role Builder Fernsteuerung
	/XITING/RB_WHITELIST		 0000		   02		Role Builder Allowlistpflege
	/XITING/RCM_CUST		 0000		   02		Xiting RCM - Customizing
	/XITING/RCM_EXPORT	/XITING/RCM_REQUEST_EXPORT	 1000		   80		Xiting RCM WF Excel-Export
	/XITING/RCM_MAST		 0000		   02		Xiting RCM - Zentralcustomizing
	/XITING/RCM_REQ	/XITING/RCM_REQUEST	 1000		   80		Xiting RCM - Rollenänderungsantrag
	/XITING/RCM_REQ_OV	/XITING/RCM_REQUEST_WF_OV	 1000		   80		Xiting Rollenänderungs WF Überblick
	/XITING/RCM_REQ_RAS	/XITING/RCM_ROLE_ASSIG_REQ	 1000		   80		Xiting RCM - Rollenzuordnungsantrag
	/XITING/RCM_REQ_USCR	/XITING/RCM_USR_CREATE_REQ	 1000		   80		Xiting RCM - Benutzerstammantrag
	/XITING/RCM_ROLES		 0000		   02		Xiting RCM - Rollencustomizing
	/XITING/RCM_RREV	/XITING/RCM_ROLE_REV	 1000		   80		Xiting RCM - Rollenprüfung
	/XITING/RCM_RREV_REP		 0000		   02		Xiting RCM - Rollenprüfung Reposit.
	/XITING/RCM_WIZ	/XITING/RCM_WIZARD	 1000		   80		Xiting RCM E-Mail Wizard
	/XITING/RD_BDTAB		 0000		   02		RD Business-Tabellen Customizing
	/XITING/RD_EXCLUDE		 0000		   02		Customizing für RD Importausnahmen
	/XITING/RD_FRIENDS		 0000		   02		RD TCD Freunde - Kundensicht
	/XITING/RD_FUNCTION		 0000		   02		RD - Vorlagefunktionen definieren
	/XITING/RFCDEST	/XITING/RFC_SCENARIO_MAINT	 1000		   80		RFC Szenarios
	/XITING/RFC_BC_BASIC		 0000		   02		Symbolisch. TCode für Basic RFC User
	/XITING/RFC_BW_CHILD		 0000		   02		Symbolisch. TCode für BW Remote Sys.
	/XITING/RFC_BW_MAST		 0000		   02		Symbolisch. TCode für BW Zentralsys.
	/XITING/RFC_CUA_CHLD		 0000		   02		Symbolisch. TCode f. ZBV Tochtersys.
	/XITING/RFC_CUA_MAST		 0000		   02		Symbolisch. TCode für ZBV Zentralsys
	/XITING/RFC_SOL_CHLD		 0000		   02		Symbolisch. TCode für SolMan Remote
	/XITING/RFC_SOL_MAST		 0000		   02		Symbolisch. TCode für SolMan Zentral
	/XITING/RFC_STOCK	/XITING/RFC_STOCKTAKE	 1000		   80		/XITING/RFC_STOCKTAKE Werkzeug
	/XITING/RFC_WORKFLOW		 0000		   02		Symb. TCode für SAP Workflow RFC
	/XITING/ROLEBUILDER	/XITING/ROLEBUILDER	 1000		   80		Xiting Automatic Role Builder
	/XITING/ROLEDESIGNER	/XITING/ROLEDESIGNER	 1000		   80		Xiting Role Designer
	/XITING/ROLEPROFILER	/XITING/ROLEPROFILER	 1000		   84		Xiting Role Profiler Werkzeuge
	/XITING/ROLESYNCHRON	/XITING/ROLESYNCHRONIZER	 1000		   84		Xiting Rollen Synchronizierung
	/XITING/ROLE_CATALOG	/XITING/ROLE_CATALOGUE	 1000		   80		Xiting Rollenkatalog
	/XITING/ROLE_DELETE	/XITING/MASS_ROLE_DELETE	 1000		   84		Massenlöschen von generierten Rollen
	/XITING/ROLE_MENU_A	/XITING/ROLE_MENU_ANALYSIS	 1000		   80		Xiting Rollenmenü-Änderungsanalyse
	/XITING/RPS	/XITING/RP_SELECTION	 1000		   80		Xiting Role Profiler Rollenselektion
	/XITING/RP_CRA_ADHOC	/XITING/CRAF_CHECK_TEST	 1000		   80		Xiting RP - CRAF-Testbericht
	/XITING/RP_CUST		 0000		   02		Xiting Role Profiler Customizing
	/XITING/RP_CUST_WIZ	/XITING/RP_CUST_WIZARD	 1000		   84		XAMS RoleProfiler Customizing Wizard
	/XITING/RP_HANA_CAUT		 0000		   02		Xiting RP - HANA krit. Berechtig.
	/XITING/RP_HANA_CRIT		 0000		   02		Xiting RP - HANA krit. Kombinationen
	/XITING/RP_HANA_MIG		 0000		   02		Xiting RP - HANA Migrationsmapping
	/XITING/RP_HANA_MIGU		 0000		   08		Xiting HANA Migrationsmapping Upload
	/XITING/RP_LICEN		 0000		   02		RP Lizenztyp Customizing
	/XITING/RP_NAMC		 0000		   02		Xiting Role Profiler Nam. Konvention
	/XITING/RP_PRGN		 0000		   02		Xiting Role Profiler Cust. check
	/XITING/RP_REPO		 0000		   02		Xiting Role Profiler Berichte
	/XITING/RP_RFCDES		 0000		   02		Xiting Role Profiler Customizing
	/XITING/RP_STDUS		 0000		   02		RP Standardbenutzer Customizing
	/XITING/RP_WAVAL		 0000		   02		Xiting Role Profiler Werte Watchdog
	/XITING/RP_WAVAL_JOB		 0000		   02		Symb. TCode für RP Wert Wdog Job
	/XITING/RP_WAVAL_MNT	/XITING/RP_WAVAL_MAINT	 1000		   80		Xiting RP Werte-Watchdog Up/Download
	/XITING/RR	/XITING/RR_LAUNCHPAD	 1000		   84		Xiting Role Replicator Werkzeuge
	/XITING/RRO	/XITING/RRO_ROLES	 1000		   80		Xiting Orgsets Replikator
	/XITING/RRO_ADHOC		 0000		   08		Xiting RR - Org. Rollen.-Repl. Excel
	/XITING/RRO_CHECK	/XITING/RRO_CONSISTENCY_CHECK	 1000		   80		RRO Konsistenz-Check
	/XITING/RRO_REPORT	/XITING/RRO_REPORTING	 1000		   80		Xiting Orgset Replikator Reporting
	/XITING/RR_AGR_DOWNL	/XITING/RR_ROLE_DOWNLOAD	 1000		   84		Xiting RR - Rollenzuweisung zu Excel
	/XITING/RR_AGR_LICTP	/XITING/RR_ROLE_LICTYPE	 1000		   84		Xiting RR - Rollenlizenz-Klassifiz.
	/XITING/RR_AGR_MLANG	/XITING/RR_ROLE_MASTERLAN	 1000		   84		Xiting RR - Pflege der Rollensprache
	/XITING/RR_AGR_TEXTS	/XITING/RR_ROLE_TEXTS	 1000		   84		Xiting RR - Pflege der Rollentexte
	/XITING/RR_AGR_TRANS	/XITING/ROLE_DESC_LANG_COPY	 1000		   84		Xiting RR - Rollentext-Kopiertool
	/XITING/RR_ASSIGN	/XITING/RR_ASSIGN	 1000		   84		Xiting RR - Rollenmassenzuordnung
	/XITING/RR_AUTHMERGE	/XITING/RR_AUTHMERGE	 1000		   80		Xiting RR - Mergen v. Berechtigungen
	/XITING/RR_BCCAT	/XITING/RR_BC_CATALOGS	 1000		   80		Xiting Businesskatalog Activitäten
	/XITING/RR_COMPMERGE	/XITING/RR_COMPMERGE	 1000		   80		Xiting Sammelrollen - Menu Merger
	/XITING/RR_COPY	/XITING/ROLEREPLICATOR	 1000		   84		Xiting Role Replicator
	/XITING/RR_CUST		 0000		   02		Xiting Role Profiler Customizing
	/XITING/RR_CUST_WIZ	/XITING/RR_CUST_WIZARD	 1000		   80		Role Replicator Customizing Wizard
	/XITING/RR_DELETE	/XITING/RR_DELETE	 1000		   84		Xiting RR - Massenlöschen von Rollen
	/XITING/RR_FIOCATCRE		 0000		   08		Xiting RR - Fiori Kataloge erstellen
	/XITING/RR_FIORI	/XITING/RR_FIORI	 1000		   80		Xiting RR - Hochladen von Fiori-Obj.
	/XITING/RR_FIORIPERS	/XITING/RR_FIORI_PERS	 1000		   80		Xiting Fiori Gruppenpersonalisierung
	/XITING/RR_FIORITR	/XITING/RR_FIORI_TRANSPORT	 1000		   80		Xiting RR - Fiori-Objekte transport.
	/XITING/RR_FIORI_AGR	/XITING/RR_FIORI_AGR	 1000		   80		Xiting Fiori Rollenmodellierung
	/XITING/RR_FIORI_CAT	/XITING/RR_FIORI_CAT	 1000		   80		Xiting Fiori Katalogmodellierung
	/XITING/RR_FIORI_USR	/XITING/RR_FIORI_USR	 1000		   80		Xiting Fiori Benutzermodellierung
	/XITING/RR_GOLIVE		 0000		   08		Xiting RR - Go-live Simulation
	/XITING/RR_GWTR	/XITING/RR_GW_TRANSPORT	 1000		   80		Xiting Gatewayobjekte transportieren
	/XITING/RR_MANPROF	/XITING/RR_MANUAL_PROFILES	 1000		   80		Xiting RR - Man. Profile entziehen
	/XITING/RR_NAMES	/XITING/RR_NAMES	 1000		   84		Xiting RR - Rollennamen Rechner
	/XITING/RR_ORG	/XITING/RR_ORGSETS	 1000		   80		Xiting RR - Org.Felder Replikation
	/XITING/RR_PAGES	/XITING/RR_PAGES	 1000		   80		Xiting Fiori Seiten Aktivitäten
	/XITING/RR_PFCGFAV_D	/XITING/RR_PFCG_FAVO_DOWNL	 1000		   80		Xiting RR - Download PFCG Favoriten
	/XITING/RR_PFCG_FAVO	/XITING/RR_PFCG_FAVO_UPL	 1000		   80		Xiting RR - Upload PFCG Favoriten
	/XITING/RR_PTCD_GEN		 0000		   08		Xiting RR - Gener. Parameter TCodes
	/XITING/RR_PTCD_PROG		 0000		   08		Xiting RR - Par. tcd. START_REPORT
	/XITING/RR_PTCD_SE16		 0000		   08		Xiting RR - Param. TCodes für SE16
	/XITING/RR_PTCD_SM30		 0000		   08		Xiting RR - Param. tcodes für SM30
	/XITING/RR_REASS	/XITING/RR_ROLE_COMP_REASS	 1000		   84		Xiting RR - Sammelrollenzuordnung
	/XITING/RR_ROLEMENU	/XITING/RR_ROLE_MENU_CHANGE	 1000		   80		Xiting RR - Massenpflegefunkt. Menü
	/XITING/RR_ROLE_AUTH	/XITING/RR_ROLE_AUTH	 1000		   84		Massenpflege von Berechtigungswerten
	/XITING/RR_ROLE_INST	/XITING/RR_ROLE_INST	 1000		   84		De/Aktivierung Instanzen in Rollen
	/XITING/RR_SECTIONS	/XITING/RR_SECTIONS	 1000		   80		Xiting Fiori Sektionsaktivitäten
	/XITING/RR_SPACES	/XITING/RR_SPACES	 1000		   80		Xiting Fiori Bereich Aktivitäten
	/XITING/RR_SUCO01		 0000		   08		SU24 Varianten aus Datei erzeugen
	/XITING/RR_SUCO01A		 0000		   08		SU24 Varianten erzeugen ad-hoc
	/XITING/RR_SUCO03		 0000		   08		Xiting SU24 Variantenliste in Datei
	/XITING/RR_SUCO03A		 0000		   08		Xiting SU24 Variantenliste
	/XITING/RR_SUCO06		 0000		   08		SU24 Varianten aus Datei löschen
	/XITING/RR_SUCO06A		 0000		   08		SU24 Varianten löschen ad-hoc
	/XITING/RR_SUCO90		 0000		   08		SU24 Varianten aus Datei kopieren
	/XITING/RR_SUCO90A		 0000		   08		SU24 Varianten kopieren ad-hoc
	/XITING/RR_SUCOSU24	/XITING/RR_SUCO_SU24	 1000		   80		Xiting SU24 Variantenmodellierung
	/XITING/RR_SUCOSU24E		 0000		   08		Xiting SU24 Varianten Ber. Export
	/XITING/RR_SUCOSU24I		 0000		   08		Xiting SU24 Varianten Ber. Import
	/XITING/RR_SUCO_AGRL	/XITING/RR_SUCO_AGR_LIST	 1000		   84		Xiting SU24 Varianten in Rollen
	/XITING/RR_TCAPP	/XITING/RR_TC_APPS	 1000		   80		Xiting Technische App. Aktivitäten
	/XITING/RR_TCCAT	/XITING/RR_TC_CATALOGS	 1000		   80		Xiting Techn. Katalog Aktivitäten
	/XITING/RR_UIADTR	/XITING/RR_UIAX_TRANSPORT	 1000		   80		Xiting Transport UIAD Beschreibungen
	/XITING/RR_USCOMP	/XITING/RR_COMPANY_MASS_MAINT	 1000		   80		Xiting RR - Pflege Firmenadressen
	/XITING/RR_USER	/XITING/RR_USER_UPLOAD	 1000		   80		Massenpflege von Benutzern aus Datei
	/XITING/RR_USERGROUP	/XITING/RR_USGRP_MASS_MAINT	 1000		   80		Xiting RR - Benutzergruppenpflege
	/XITING/RR_US_CHANGE		 0000		   0C		Xiting RR - Massenänderung Benutzer
	/XITING/RR_US_CREATE		 0000		   0C		Xiting RR - Massenanlage Benutzer
	/XITING/RR_US_DOWNL	/XITING/RR_USER_DOWNLOAD	 1000		   80		Xiting RR - Download User zu Excel
	/XITING/RR_US_LOGON	/XITING/RRU_LOGON	 1000		   84		Xiting RR - Letzter Anmeldungscheck
	/XITING/RR_US_PARAM	/XITING/RR_USER_PARAMS	 1000		   80		Xiting RR - Parametermassenpflege
	/XITING/RR_US_PWD	/XITING/RR_USPWD_RESET	 1000		   84		Xiting RR - Massenpasswortänderung
	/XITING/RR_US_PWDACT	/XITING/RRU_PASSWORD	 1000		   84		Xiting RR - Rollen entfernen inaktiv
	/XITING/RSUSR200	/XITING/RR_RSUSR200	 1000		   80		RFC-basiertes RSUSR200 Programm
	/XITING/RV	/XITING/RV_OVERVIEW	 1000		   80		Xiting Role Versionierung
	/XITING/RV_BACKUP	/XITING/RV_BACKUP_TEST	 1000		   80		Rollenversionierung ad-hoc ausführen
	/XITING/RV_REORG	/XITING/RV_BACKUP_CLEANUP	 1000		   84		Xiting Role Versioning Reorg. Tool
	/XITING/SAEM_CUST		 0000		   02		Xiting SA E-Mail Customizing
	/XITING/SAEM_WIZARD	/XITING/SAEM_WIZARD	 1000		   80		Xiting SA E-Mail Wizard
	/XITING/SA_BATCH		 0000		   02		Customizing für SA S_BTCH_NAM
	/XITING/SA_CCODES		 0000		   02		Cutomizing für SA Buchungskreise
	/XITING/SA_CHECK_EXC		 0000		   02		SA Check-ID Ausnahmen
	/XITING/SA_CHECK_GRP		 0000		   02		Security Architect Check-ID Gruppen
	/XITING/SA_CHECK_IDS		 0000		   02		Security Architect Check-ID Master
	/XITING/SA_CHECK_JOB	/XITING/SA_CHECK_BG	 1000		   80		Xiting SA - Hintergrundcheck
	/XITING/SA_CHK_REORG	/XITING/SA_CHECK_REORG	 1000		   80		Xiting Sec Architect - Reorg Checks
	/XITING/SA_CHK_RESC		 0000		   02		Cust. für SA Check Gewichtung - XAMS
	/XITING/SA_CHK_RESK		 0000		   02		Cust. für SA Check Gewichtung - Cust
	/XITING/SA_COLUMNSC		 0000		   02		Cust. für SA Tabellenausgabe - XAMS
	/XITING/SA_COLUMNSK		 0000		   02		Cust. für SA Tabellenausgabe - Cust
	/XITING/SA_COMPARE	/XITING/SA_CHAP_COMPARISON	 1000		   80		Vergleiche von Kapitelinhalten
	/XITING/SA_CRITPROC		 0000		   02		Cust. für SA kritische Profile -XAMS
	/XITING/SA_CRITPROK		 0000		   02		Cust. für SA kritische Profile -Cust
	/XITING/SA_CUST		 0000		   02		Grundcustomizing für Sec Architect
	/XITING/SA_CUST_IMP		 0000		   02		Xiting SA - Customizing csv Import
	/XITING/SA_CUST_SYNC	/XITING/SA_CUST_SYNC	 1000		   84		SA: Customizing-Synchronisierung
	/XITING/SA_DBCON		 0000		   02		Customizing für SA HANA Verbindungen
	/XITING/SA_DEF_CHECK		 0000		   02		SA: Kunden Check-IDs
	/XITING/SA_GEN_CHK		 0000		   02		SA: allgemeines Check-Customizing
	/XITING/SA_GRC		 0000		   02		Customizing für SA GRC Parameter
	/XITING/SA_HANA_AUT		 0000		   02		Customizing für SA HANA Grantees
	/XITING/SA_HAN_STD		 0000		   02		Customizing für HANA Sec Audit Log
	/XITING/SA_HRACK		 0000		   02		Cust. für SA HCM Ber.-Hauptschalter
	/XITING/SA_HRLDK		 0000		   02		Cust. für SA HCM Reports für LD PNP
	/XITING/SA_JOB		 0000		   02		Hintergrundjob einplanen
	/XITING/SA_LOGPORTS		 0000		   02		Customizing für SA logische Ports
	/XITING/SA_MITIGATE		 0000		   02		SA: allgemeine Mitigation f. Checks
	/XITING/SA_NC_USR		 0000		   02		Cust. für SA Nutzer Namenskonvention
	/XITING/SA_PARAM		 0000		   02		Customizing für SA_PARAM
	/XITING/SA_PARAMC		 0000		   02		Customizing für SA Parameter - XAMS
	/XITING/SA_PARAMK		 0000		   02		Cutomizingtabelle für SA Parameter
	/XITING/SA_PARAM_H		 0000		   02		Customizing für SA HAN_PARAM
	/XITING/SA_PARAM_I		 0000		   02		Customizing für SA J2EE_SYS_PARAM
	/XITING/SA_PARAM_J		 0000		   02		Customizing für SA J2EE_PARAMETER
	/XITING/SA_PERIODS		 0000		   02		Customizing für SA Prüf-Perioden
	/XITING/SA_PRA_CUST		 0000		   02		Cutomizing für SA Nutzer m. Profilen
	/XITING/SA_PROT_WL		 0000		   02		Allowlist für Protokoll-Extraktoren
	/XITING/SA_PRO_CUST		 0000		   02		Cutomizingtabelle für SA krit. Profs
	/XITING/SA_RFCC		 0000		   02		Cust. für SA erlaubte RFC - XAMS
	/XITING/SA_RFCK		 0000		   02		Cust. für SA erlaubte RFC - Kunde
	/XITING/SA_SAL_STD		 0000		   02		Customizing für SA Sec Audit Log
	/XITING/SA_SCPL_UGRP		 0000		   02		SA: Cust. für Check secpol_usrgrp
	/XITING/SA_SET_BATCH	/XITING/SA_PREPARE_BATCH	 1000		   80		Xiting SA - Batchuservorbereitung
	/XITING/SA_SICFC		 0000		   02		Cust. für SA krit. Services - XAMS
	/XITING/SA_SICFK		 0000		   02		Cust. für SA krit. Services - Custom
	/XITING/SA_SICFPWDK		 0000		   02		Cust. für SA ICF mit Passwörtern
	/XITING/SA_SIEM_EXC		 0000		   02		Xiting SIEM: Ausnahme-Behandlung
	/XITING/SA_SIEM_FILT		 0000		   02		Xiting SIEM: Filter für Protokolle
	/XITING/SA_SIEM_IDS		 0000		   02		Xiting SIEM: CheckID Perioden
	/XITING/SA_SIEM_SYS		 0000		   02		Xiting SIEM: Prüflandschaft
	/XITING/SA_SYSTEMS		 0000		   02		Cutomizingtabelle für SA Systeme
	/XITING/SA_SYS_TAGS		 0000		   02		Cutomizing Tags für SA Systeme
	/XITING/SA_TLOGK		 0000		   02		Customizing für SA Parameter - XAMS
	/XITING/SA_TR_MITIG		 0000		   02		Customizing für SA ROLE_TRANSPORT
	/XITING/SA_UDEFAULTS		 0000		   02		Customizing für SA Benutzerfehlwert
	/XITING/SA_UMEACT		 0000		   02		Cutomizingtabelle für SA UME Aktiv.
